objectid,title,format,filename,subjectcontents,subjectbibliographic,illustrator,painter,engraver,description,image_alt_text,extent,date,publisher,streetaddress,location,latitude,longitude,identifier,platenumber,rightsstatement,Additional Notes,
item188,Book VII. L. 415-416,image/jpeg,PR35601866F178.jpg,Monster; Waters; Sea,Milton PR 3560 1866 C97,Gustave Dore,,Hildibrand,"And seems a moving land; and at his gills Draws in, and at his trunk spouts out, a sea.",Sea monster on land,"1 print: engraving ; image 249 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F178,(CC BY-NC-SA 4.0),,
item189,Book VII. L. 417-418,image/jpeg,PR35601866F179.jpg,Waters; Fowl; Birds; Eden,Milton PR 3560 1866 C97,Gustave Dore,,Ad Ligny,"Meanwhile the tepid caves, and fens, and shores, Their brood as numerous hatch.",All kinds of birds on the land and in the water and the air,"1 print: engraving ; image 248 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F179,(CC BY-NC-SA 4.0),,
item190,Book VII. L. 581-582,image/jpeg,PR35601866F194.jpg,Animals; Eden,Milton PR 3560 1866 C97,Gustave Dore,,Piaud,And now on the earth the seventh Evening arose in Eden.,Animals in the garden,"1 print: engraving ; image 246 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F194,(CC BY-NC-SA 4.0),,
item191,Book VII. L. 652-653,image/jpeg,PR35601866F195.jpg,Angel; Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker,"So parted they: the Angel up to heaven From the thick shade, and Adam to his bower.",Adam and Eve in the garden,"1 print: engraving ; image 248 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F195,(CC BY-NC-SA 4.0),,
item192,Book IX. L. 74-75,image/jpeg,PR35601866F198.jpg,Satan; Flood,Milton PR 3560 1866 C97,Gustave Dore,,P. Jonnard,"In with the river sunk. and with it rose, Satan.",Satan standing on a cliff over river,"1 print: engraving ; image 248 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F198,(CC BY-NC-SA 4.0),,
item193,Book IX. L.  99-100,image/jpeg,PR35601866F199.jpg,Satan; Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,E. Goebel,"O Earth, how like to Heaven, if not preferred More justly.",Satan in the garden,"1 print: engraving ; image 246 x 201 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F199,(CC BY-NC-SA 4.0),,
item194,Book IX. L. 182-183,image/jpeg,PR35601866F206.jpg,Satan; Serpent,Milton PR 3560 1866 C97,Gustave Dore,,J. Gauchard,"Him, fast sleeping, soon he found In labyrinth of many a round, self-rolled.",Satan looks at snake,"1 print: engraving ; image 249 x 200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F206,(CC BY-NC-SA 4.0),,
item195,Book IX. L. 434-435,image/jpeg,PR35601866F207.jpg,Serpent; Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,L. Dumont,"Nearer he drew, and many a walk traversed Of stateliest covert, cedear, pine, or palm.","Satan, as a snake, enters the garden","1 print: engraving ; image 245 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F207,(CC BY-NC-SA 4.0),,
item196,Book IX. L. 784-785,image/jpeg,PR35601866F226.jpg,Serpent; Adam; Eve; Eden; Forbidden Fruit,Milton PR 3560 1866 C97,Gustave Dore,,J. Huyot,Back to the thicket slunk The guilty serpent.,Eve holds fruit,"1 print: engraving ; image 246 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F226,(CC BY-NC-SA 4.0),,
item197,Book IX. L. 1121-1123,image/jpeg,PR35601866F227.jpg,Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,A. Gusmand,"Nor only tears Rained at their eyes, by high winds worse within Began to rise.",Adam and Eve in the garden,"1 print: engraving ; image 248 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F227,(CC BY-NC-SA 4.0),,
item198,Book X. L. 99-101,image/jpeg,PR35601866F242.jpg,Adam; Eve; Eden,Milton PR 3560 1866 C97,Gustave Dore,,P. Jonnard,"They heard, And from his presence hid themselves among the thickest trees.",Adam and Eve in the garden,"1 print: engraving ; image 246 x 199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F242,(CC BY-NC-SA 4.0),,
item199,Book X. L. 439-441,image/jpeg,PR35601866F243.jpg,Angels; Rebel Angels; Satan,Milton PR 3560 1866 C97,Gustave Dore,,Hotelin,"And now expecting Each hour their great adventurer, from the search Of foreign worlds.",Hundreds of angels on a rock,"1 print: engraving ; image 247 x 198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F243,(CC BY-NC-SA 4.0),,
item200,Book X. L. 521-523,image/jpeg,PR35601866F246.jpg,Satan; Legions; Monsters,Milton PR 3560 1866 C97,Gustave Dore,,L. Dumont,"Dreadful was the din Of hissing through the hall, thick swarming now With complicated monsters, head and tail.",Angel on a throne in front of monsters,"1 print: engraving ; image 242 x 197 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F246,(CC BY-NC-SA 4.0),,
item201,Book X. L. 610,image/jpeg,PR35601866F247.jpg,,Milton PR 3560 1866 C97,Gustave Dore,,P. Jonnard,"This said, they both betook them several ways.",Two figures standing on a rock,"1 print: engraving ; image 247 x  200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F247,(CC BY-NC-SA 4.0),,
item202,Book X. L. 720,image/jpeg,PR35601866F254.jpg,Noah; Ark,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker,Began to build a vessel of huge bulk.,Noah building an ark,"1 print: engraving ; image 248 x  197 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F254,(CC BY-NC-SA 4.0),,
item203,Book XI. L. 208-210,image/jpeg,PR35601866F255.jpg,Angels; Eden; Adam; Eve,Milton PR 3560 1866 C97,Gustave Dore,,Pannemaker,The heavenly bands Down from a sky of jasper lighted now In Paradise.,Adam and Eve cast out of the garden,"1 print: engraving ; image 248 x  200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F255,(CC BY-NC-SA 4.0),,
item204,Book XI. L. 747-749,image/jpeg,PR35601866F290.jpg,Flood,Milton PR 3560 1866 C97,Gustave Dore,,Hildibrand,"All dwellings else Flood overwhelmed, and them, with all their pomp, Deep under water rolled.",Buildings flooding,"1 print: engraving ; image 249 x  199 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F290,(CC BY-NC-SA 4.0),,
item205,Book XII. L. 236-238,image/jpeg,PR35601866F291.jpg,Moses,Milton PR 3560 1866 C97,Gustave Dore,,Hotelin,"They beseech That Moses might report to them his will, And terror cease.",Moses holds ten commandents above his head,"1 print: engraving ; image 248 x  200 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F291,(CC BY-NC-SA 4.0),,
item206,Book XII. L. 645,image/jpeg,PR35601866F306.jpg,Eve; Adam; Angel; Eden,Milton PR 3560 1866 C97,Gustave Dore,,E. Deschamps,"Some natural tears they dropt, but wiped them soon.",Adam and Eve cast out of the garden,"1 print: engraving ; image 245 x  198 mm., on sheet 295 x 232 mm",1866,Cassell Publishing Company,104-106 Fourth Avenue New York City,"New York, USA",40.68125298,-73.98090514,Milton PR 3560 1866 C97,F306,(CC BY-NC-SA 4.0),,
item207,Book XII. L. 637-39,image/jpeg,PR35601940F0.jpg,Adam; Eve; Angel,Milton PR 3560 1940 C113,William Blake,,,"The Expultion From Eden - The hastn'ning Angel caught Our lingering parents, and to th' eastern gate led them direct",Angel stands with Adam and Eve,"1 print: engraving ; image 164 x 128 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,Frontispiece,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item208,Book III. L. 227-230,image/jpeg,PR35601940F64.jpg,Satan; God; Christ; Jesus; Angels,Milton PR 3560 1940 C113,William Blake,,,"Christ offers to redeem man- Father, thy word is passed, Man shall find grace; And shall Grace not find means, that finds her way, The speediest of they winged messengers, To visit all thy creatures?",God-like figure holds Christ-like figure,"1 print: engraving ; image 179 x 140 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F64,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item209,Book IV. L. 366-369,image/jpeg,PR35601940F90.jpg,Adam; Eve; Satan; Serpent,Milton PR 3560 1940 C113,William Blake,,,"Satan with Adam and Eve - Ah gentle pair, yee little think how nigh
Your change approaches, when all these delights
Will vanish and deliver ye to woe,
More woe, the more your taste is now of joy",Satan watches Adam and Eve,"1 print: engraving ; image 178 x 135 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F90,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item210,Book IV. L. 797-800,image/jpeg,PR35601940F102.jpg,Adam; Eve; Angels,Milton PR 3560 1940 C113,William Blake,,,"Adam and Eve Sleeping - Him there they found Squat like a toad, close at the ear of Eve",Angels watch Adam and Eve,"1 print: engraving ; image 165 x 131 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F102,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item211,Book V. L. 443-446,image/jpeg,PR35601940F122.jpg,Raphael; Adam; Eve; Angel; Eden,Milton PR 3560 1940 C113,William Blake,,,"Raphael with Adam and Eve - Meanwhile at table Eve Ministered naked, and their flowing cups With pleasant liquors crowned. O innocence Deserving Paradise!",Angel talks with Adam and Eve,"1 print: engraving ; image 170 x 137 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F122,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item212,Book VI. L. 864-865,image/jpeg,PR35601940F160.jpg,Satan; Rebel Angels; God; Angels,Milton PR 3560 1940 C113,William Blake,,,The Downfall of Rebel Angels - Headlong themselves they threw Down from the verge of heaven: eternal wrath Burnt after them to the bottomless pit.,Angel shots arrow at falling angels,"1 print: engraving ; image 169 x 131 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F160,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item213,Book VIII. L. 471-472,image/jpeg,PR35601940F194.jpg,Adam; Eve; God; Eden,Milton PR 3560 1940 C113,William Blake,,,"The Creation of Eve - Under his forming hands a creature grew, Man-like, but different sex, so lovely fair That what seemed fair in all the world seemed now Mean",God creates Eve,"1 print: engraving ; image 169 x 136 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F194,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item214,Book IX. L. 780-781,image/jpeg,PR35601940F222.jpg,Eve; Serpent; Forbidden Fruit; Adam,Milton PR 3560 1940 C113,William Blake,,,"The Temptation of Eve - So saying, her rash hand in evil hour Forth-reaching to the fruit, she plucked she eat",Snake gives Eve fruit,"1 print: engraving ; image 167 x 130 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F222,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item215,Book XII. L. 411-431,image/jpeg,PR35601940F304.jpg,Michael; Adam; Eve; Christ; Crucifixion; Cross; Jesus,Milton PR 3560 1940 C113,William Blake,,,"The Prophecy of the Crucifixion - For this he shall live hated, be blasphemed, Seized on by forced, judged, and to death condemed",Angel shows Adam the crucifixion ,"1 print: engraving ; image 169 x 129 mm., on sheet 261x 181 mm",1940,Heritage Press,,"New York, USA",43,-73.935242,Milton PR 3560 1940 C113,F304,(CC BY-NC-SA 4.0),Printed in color for the frist time and with the prefaces by Philip Hofer and John Winterich,
item216,Book VI. L. 864-865,image/jpeg,PR35602003F0.jpg,Satan; Rebel Angels; God; Angels,ARCSPO PR3560 2003,William Blake,,,"The Rout of the Rebel Angels: Headlong themselves they threw
Down from the verge of Heaven; eternal wrath
Burnt after them to the bottomless pit.",Angel shots arrow at falling angels,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F0,,"All images in this book are in pen and watercolor over pencil and were executed in 1808.  This edition was set in 16-point 'Monotype' Bembo, 2 points leaded, with Centaur display type by Gloucester Typesetting Services, Stonehouse, Glos. Printed by Cambridge University Press on Caxton Wove paper, with the illustrations on Phoenix Motion Xenon, and bound by then in Nigerian goatskin leather with Moire silk sides. Preface by Peter Ackroyd, an intorduction by John Wain. ",
item217,Book I. L. 314-334,image/jpeg,PR35602003F16.jpg,Satan; Rebel Angels; Legions,ARCSPO PR3560 2003,William Blake,,,"Satan Arousing the Rebel Angels - He call'd so loud, that all the hollow deep
Of Hell resounded: 'Princes, Potentates
Warriors, the flower of Heaven, once yours, now lost, 
If such astonishment as this can seize   Eternal Spirits: or have ye chosen this place   After the toil of battle to repose  Your wearied virtue, for the ease you find   To slumber here, as in the valves of Heaven? ",Satan stands among fallen angels,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F16,,,"The Victoria and Albert Museum, London"
item218,Book II. L. 648-676,image/jpeg,PR35602003F33.jpg,Satan; Sin; Death; Hell,ARCSPO PR3560 2003,William Blake,,,"Satan, Sin and Death: Satan Comes to the Gates of Hell - Yet unconsumed. Before the Gates there sat
On either side a formidable Shape.
The one seem'd woman to the waist, and fair,
But ended foul in many a scaly fold
Voluminous and vast, a serpent arm'd
With mortal sting.",Satan at the gates of Hell with Death and Sin personified,"1 print: engraving ; image 291 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F33,,,"The Huntington Library, Arts Collections and Botanical Gardens, San Marino, California"
item219,Book III. L. 227-230,image/jpeg,PR35602003F64.jpg,Satan; Christ; Redeemer; Angels,ARCSPO PR3560 2003,William Blake,,,"Christ offers to Redeem Man - 'Father, thy word is pass'd, Man shall find grace;
And shall grace not find means, that finds her way,
The speediest of thy winged messengers,
To visit all thy creatures",God-like figure holds Christ-like figure,"1 print: engraving ; image 316 x 240 mm., on sheet 305 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F64,"2002 The Museum of Fine Arts, Boston",,
item220,Book IV. L. 797-800,image/jpeg,PR35602003F96.jpg,Adam; Eve; Ithurial; Zephon; Angels,ARCSPO PR3560 2003,William Blake,,,"Adam and Eve Sleeping - So saying, on he led his radiant files,
Dazzling the moon; these to the bower direct
In search of whom they sough. Him there they found
Squat like a toad, close at the ear of Eve,",Two angels watch Adam and Eve,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F96,"2003 The Museum of Fine Arts, Boston",,
item221,Book V. L. 443-446,image/jpeg,PR35602003F113.jpg,Raphael; Adam; Eve; Eden; Angel,ARCSPO PR3560 2003,William Blake,,,"Raphael warns Adam and Eve - Mean while at Table Eve
Minister'd naked, and their flowing cups
With pleasant liquors crown'd. O innocence 
Deserving Paradise! ",Angel talks with Adam and Eve,"1 print: engraving ; image 301 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F113,"2004 The Museum of Fine Arts, Boston",,
item222,Book VIII. L. 471-472,image/jpeg,PR35602003F185.jpg,Eve; God; Adam; Eden,ARCSPO PR3560 2003,William Blake,,,"The Creation of Eve - So saying, her rash hand in evil hour 
Forth reaching to the Fruit, she pluck'd, she eat",God creates Eve,"1 print: engraving ; image 304 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F185,,,
item223,Book IX. L. 780-781,image/jpeg,PR35602003F208.jpg,Adam; Eve; Serpent; Forbidden Fruit,ARCSPO PR3560 2003,William Blake,,,"The Temptation and Fall of Eve - So saying, her rash hand in evil hour 
Forth reaching to the Fruit, she pluck'd, she eat",Snake feeds Eve fruit,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F208,,,
item224,Book X. L. 209-212,image/jpeg,PR35602003F225.jpg,Adam; Eve; God; Sin; Death; Serpent; Eden,ARCSPO PR3560 2003,William Blake,,,"The Judgment of Adam and Eve - So judged he Man, both Judge and Saviour sent,
And the instant stroke of death, denounced that day,
Removed far off; then pittying how they stood
Before him naked to the aire",Adam and Eve talking with God,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F225,,,"*65M-123. The Houghton Library, Harvard University, Cambridge, Massachusetts"
item225,Book XII. L. 411-431,image/jpeg,PR35602003F294.jpg,Michael; Adam; Eve; Christ; Crucifixion; Sin; Death; Serpent; Cross,ARCSPO PR3560 2003,William Blake,,,"Michael Foretells the Crucifixion - For this he shall live hated, be blasphemed,
Seized on by force, judged, and to death condemned,
A shameful and accurst, nail'd to the Cross
By his own Nation, slaine for bringing Life;
But to the Cross he nailes thy Enemies",Angel shows Adam the cruicifixion ,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F294,"2002 The Museum of Fine Arts, Boston",,
item226,Book XII. L. 632-644,image/jpeg,PR35602003F299.jpg,Michael; Adam; Eve; God; Angels; Serpent,ARCSPO PR3560 2003,William Blake,,,"The Expulsion of Adam and Eve from the Garden of Eden - In either hand the hastening angel caught
Our lingering parents, and to the eastern gate
Led them direct, and down the cliff as fast To the subjected plain; then dissapear'd.",Angel leads Adam and Eve out of garden,"1 print: engraving ; image 316 x 240 mm., on sheet 316 x 240 mm",2003,The Folio Society,,"London, UK",51.50287672,-0.072584973,ARCSPO PR3560 2003,F299,"2002 The Museum of Fine Arts, Boston",,
item227,Book I,image/jpeg,C31V1F6.jpg,Angels,Milton C31 V.1,,Colibert,,,Angel talks to others in clouds,"1 print: engraving ; image 140 x 204 mm., on sheet 273 x 212 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.1,F6,(CC BY-NC-SA 4.0),,
item228,Book II,image/jpeg,C31V1F63.jpg,Sin; Death; Satan,Milton C31 V.2,,CAHLL,Gautier,,Sin personified comes between Death personified and Satan,"1 print: engraving ; image 140 x 203 mm., on sheet 273 x 212 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.2,F63,(CC BY-NC-SA 4.0),,
item229,Book III,image/jpeg,C31V1F139.jpg,Angels; Satan,Milton C31 V.3,,,,,Satan speaks to an angel in Heaven,"1 print: engraving ; image 140 x 204 mm., on sheet 273 x 212 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.3,F139,(CC BY-NC-SA 4.0),,
item230,Book IV,image/jpeg,C31V1F193.jpg,Satan; Adam; Eve; Eden; Animals,Milton C31 V.4,,,Gautier ,,Satan spies on Adam and Eve in the garden,"1 print: engraving ; image 140 x 210 mm., on sheet 273 x 212 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.4,F193,(CC BY-NC-SA 4.0),,
item231,Book V,image/jpeg,C31V1F267.jpg,Adam; Eve; Eden; Animals,Milton C31 V.5,,[Selvi],Fem Demonchy,,Adam and Eve talk in the garden,"1 print: engraving ; image 140 x 208 mm., on sheet 273 x 212 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.5,F267,(CC BY-NC-SA 4.0),,
item232,Book VI,image/jpeg,C31V1F331.jpg,God; Legions; Angels; Satan,Milton C31 V.6,,F. Schall,A.L. Clement,,God attacks Satan and his army,"1 print: engraving ; image 145 x 210 mm., on sheet 273 x 212 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.6,F331,(CC BY-NC-SA 4.0),,
item233,Book VII,image/jpeg,C31V2F5.jpg,Angel; Adam; Eve,Milton C31 V.2,,Colibert,,,Angel speaks to Adam and Eve in the garden,"1 print: engraving ; image 136 x 205 mm., on sheet 276 x 211 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.2,F5,(CC BY-NC-SA 4.0),,
item234,Book VIII,image/jpeg,C31V2F51.jpg,Angel; Adam; Eve,Milton C31 V.2,,,,,Angel speaks to Adam and Eve in the garden,"1 print: engraving ; image 140 x 204 mm., on sheet 276 x 211 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.2,F51,(CC BY-NC-SA 4.0),,
item235,Book IX,image/jpeg,C31V2F101.jpg,Adam; Eve; Forbidden Fruit,Milton C31 V.2,,Colibert,,,Adam and Eve in the garden with forbidden fruit,"1 print: engraving ; image 140 x 206 mm., on sheet 276 x 211 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.2,P101,(CC BY-NC-SA 4.0),,
item236,Book X,image/jpeg,C31V2F187.jpg,God; Angels; Adam; Eve,Milton C31 V.2,,,,,God speaks to Adam and Eve,"1 print: engraving ; image 140 x 204 mm., on sheet 276 x 211 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.2,P187,(CC BY-NC-SA 4.0),,
item237,Book XI,image/jpeg,C31V2F267.jpg,Michael; Adam; Cain; Abel,Milton C31 V.2,,Chall,Fem Demonchy,,Angel shows Adam vision of Cain and Abel,"1 print: engraving ; image 140 x 206 mm., on sheet 276 x 211 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,Milton C31 V.2,F267,(CC BY-NC-SA 4.0),,
item238,Book I,image/jpeg,C53V1F7.jpg,Angels,C53 V.1 Milton,,Colibert,,,Angels talk to others in clouds,"1 print: engraving ; image 140 x 207 mm., on sheet 246 x 331 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.1 Milton,F7,(CC BY-NC-SA 4.0),,
item239,Book II,image/jpeg,C53V1F63.jpg,Satan; Sin; Death,C53 V.1 Milton,,CAHLL,Gautier,,Sin personified comes between Death personified and Satan,"1 print: engraving ; image 140 x 210 mm., on sheet 246 x 331 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.1 Milton,F63,(CC BY-NC-SA 4.0),,
item240,Book III,image/jpeg,C53V1F138.jpg,Angels,C53 V.1 Milton,,,,,Two angels talk in the clouds,"1 print: engraving ; image 140 x 208 mm., on sheet 246 x 331 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.1 Milton,F138,(CC BY-NC-SA 4.0),,
item241,Book IV,image/jpeg,C53V1F193.jpg,Satan; Adam; Eve; Eden,C53 V.1 Milton,,,Gautier,,Satan spys on Adam and Eve,"1 print: engraving ; image 140 x 210 mm., on sheet 246 x 331 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.1 Milton,F193,(CC BY-NC-SA 4.0),,
item242,Book V,image/jpeg,C53V1F266.jpg,Adam; Eve; Eden; Animals,C53 V.1 Milton,,Schall,Fem Demonchy,,Adam talks to Eve in Eden,"1 print: engraving ; image 140 x 208 mm., on sheet 246 x 331 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.1 Milton,F266,(CC BY-NC-SA 4.0),,
item243,Book VI,image/jpeg,C53V1F331.jpg,God; Angels; Satan; Legions,C53 V.1 Milton,,F. Schall,A.L. Clement,,God strikes down Satan,"1 print: engraving ; image 145 x 210 mm., on sheet 246 x 331 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.1 Milton,F331,(CC BY-NC-SA 4.0),,
item244,Book VII,image/jpeg,C53V2F5.jpg,Angel; Adam; Eve,C53 V.2 Milton,,Colibert,,,Angel speaks to Adam and Eve,"1 print: engraving ; image 137 x 204 mm., on sheet 246 x 336 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.2 Milton,F5,(CC BY-NC-SA 4.0),,
item245,Book VIII,image/jpeg,C53V2F51.jpg,Angel; Adam; Eve,C53 V.2 Milton,,,,,Angel speaks to Adam and Eve,"1 print: engraving ; image 140 x 203 mm., on sheet 246 x 336 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.2 Milton,F51,(CC BY-NC-SA 4.0),,
